# BUSCO version is: 5.7.1 
# The lineage dataset is: endopterygota_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 2124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
102001at33392	Complete	NC_007420.3	1323299	1328203	+	197.4	111	https://v10-1.orthodb.org/?query=102001at33392	Methionine-R-sulfoxide reductase B1
102086at33392	Complete	NC_007419.2	10083391	10082938	-	167.8	121	https://v10-1.orthodb.org/?query=102086at33392	Ribosomal protein L49/IMG2
102135at33392	Complete	NC_007422.5	10019910	10018965	-	416.6	256	https://v10-1.orthodb.org/?query=102135at33392	CDK-activating kinase assembly factor MAT1
102164at33392	Complete	NC_007419.2	8920189	8919573	-	273.5	137	https://v10-1.orthodb.org/?query=102164at33392	Anaphase-promoting complex subunit 10
102308at33392	Complete	NC_007425.3	6802841	6803723	+	304.4	228	https://v10-1.orthodb.org/?query=102308at33392	syntaxin-18
102359at33392	Duplicated	NC_007420.3	12368009	12368552	+	234.5	143	https://v10-1.orthodb.org/?query=102359at33392	Small GTPase
102359at33392	Duplicated	NC_007416.3	3164556	3165288	+	236.1	141	https://v10-1.orthodb.org/?query=102359at33392	Small GTPase
102501at33392	Complete	NC_007423.3	14200831	14201889	+	337.9	164	https://v10-1.orthodb.org/?query=102501at33392	RNA-binding S4 domain
102589at33392	Complete	NC_007422.5	10413091	10410602	-	326.4	215	https://v10-1.orthodb.org/?query=102589at33392	NADH:ubiquinone oxidoreductase intermediate-associated protein 30
102642at33392	Complete	NC_007418.3	17775813	17784675	+	247.5	178	https://v10-1.orthodb.org/?query=102642at33392	uncharacterized protein LOC108098342
102700at33392	Complete	NC_007419.2	3307839	3307070	-	228.8	179	https://v10-1.orthodb.org/?query=102700at33392	Tetraspanin
102803at33392	Complete	NC_007422.5	12707234	12707842	+	225.8	135	https://v10-1.orthodb.org/?query=102803at33392	Receptor expression-enhancing protein
102846at33392	Complete	NC_007419.2	8439773	8440591	+	349.8	194	https://v10-1.orthodb.org/?query=102846at33392	Longin domain
103035at33392	Complete	NC_007416.3	3509593	3518949	+	205.0	112	https://v10-1.orthodb.org/?query=103035at33392	RGS domain
103079at33392	Complete	NC_007417.3	15072154	15071371	-	316.5	146	https://v10-1.orthodb.org/?query=103079at33392	Signal peptidase complex catalytic subunit SEC11
103080at33392	Complete	NC_007418.3	12172644	12173321	+	299.5	158	https://v10-1.orthodb.org/?query=103080at33392	Ribosomal protein L18e/L15P
103081at33392	Complete	NC_007420.3	1294074	1303372	+	164.1	116	https://v10-1.orthodb.org/?query=103081at33392	Ankyrin repeat
103118at33392	Complete	NC_007417.3	9089697	9091513	+	310.7	349	https://v10-1.orthodb.org/?query=103118at33392	Dolichol kinase
103155at33392	Complete	NC_007424.3	11623710	11624727	+	120.1	145	https://v10-1.orthodb.org/?query=103155at33392	peroxisomal membrane protein PEX14
103192at33392	Complete	NC_007422.5	2495916	2495148	-	207.7	168	https://v10-1.orthodb.org/?query=103192at33392	INO80 complex subunit E
103199at33392	Complete	NC_007422.5	12646187	12646789	+	215.7	144	https://v10-1.orthodb.org/?query=103199at33392	PTB/PI domain
103213at33392	Complete	NC_007423.3	7106710	7105510	-	296.3	249	https://v10-1.orthodb.org/?query=103213at33392	GTP binding domain
103227at33392	Missing
103280at33392	Missing
103328at33392	Complete	NC_007418.3	24087093	24087759	+	288.7	167	https://v10-1.orthodb.org/?query=103328at33392	Mediator of RNA polymerase II transcription subunit 18
103383at33392	Complete	NC_007420.3	14252870	14251709	-	334.3	224	https://v10-1.orthodb.org/?query=103383at33392	RNA recognition motif domain
103384at33392	Complete	NC_007417.3	15036935	15035688	-	382.0	285	https://v10-1.orthodb.org/?query=103384at33392	Domain of unknown function DUF1308
103434at33392	Complete	NC_007419.2	8366800	8367486	+	256.6	153	https://v10-1.orthodb.org/?query=103434at33392	Hexapeptide repeat
103497at33392	Complete	NC_007424.3	15117744	15114376	-	263.2	179	https://v10-1.orthodb.org/?query=103497at33392	Transmembrane protein 65
103561at33392	Complete	NC_007422.5	11737148	11738098	+	264.5	148	https://v10-1.orthodb.org/?query=103561at33392	AP complex, mu/sigma subunit
103640at33392	Complete	NC_007422.5	4027965	4026730	-	272.1	200	https://v10-1.orthodb.org/?query=103640at33392	SOCS box domain
103701at33392	Complete	NC_007416.3	3305944	3307578	+	350.0	266	https://v10-1.orthodb.org/?query=103701at33392	Secretory carrier-associated membrane protein
103777at33392	Complete	NC_007418.3	7269633	7270267	+	184.5	147	https://v10-1.orthodb.org/?query=103777at33392	Ankyrin repeat
103814at33392	Complete	NC_007424.3	5908814	5907806	-	213.0	221	https://v10-1.orthodb.org/?query=103814at33392	Nucleotide exchange factor Fes1
103826at33392	Complete	NC_007418.3	15910330	15893673	-	452.7	254	https://v10-1.orthodb.org/?query=103826at33392	Genetic suppressor element-like
103899at33392	Missing
103912at33392	Complete	NC_007421.3	556916	559064	+	320.0	167	https://v10-1.orthodb.org/?query=103912at33392	GMP phosphodiesterase, delta subunit
103955at33392	Missing
103973at33392	Complete	NC_007420.3	8312450	8313952	+	223.5	187	https://v10-1.orthodb.org/?query=103973at33392	RNase P subunit p30
104002at33392	Complete	NC_007424.3	15259083	15239280	-	300.4	201	https://v10-1.orthodb.org/?query=104002at33392	SH3 domain
104009at33392	Complete	NC_007421.3	4907270	4906262	-	277.6	145	https://v10-1.orthodb.org/?query=104009at33392	Calcineurin-like phosphoesterase domain, lpxH-type
104054at33392	Complete	NC_007423.3	2871819	2871284	-	124.2	107	https://v10-1.orthodb.org/?query=104054at33392	Target SNARE coiled-coil homology domain
104208at33392	Complete	NC_007418.3	4467930	4467144	-	380.2	181	https://v10-1.orthodb.org/?query=104208at33392	RNA recognition motif domain
104263at33392	Complete	NC_007417.3	7796169	7795441	-	162.5	139	https://v10-1.orthodb.org/?query=104263at33392	Zinc finger, double-stranded RNA binding
104278at33392	Complete	NC_007419.2	10002691	10003567	+	206.8	190	https://v10-1.orthodb.org/?query=104278at33392	Protein of unknown function DUF2181
104370at33392	Complete	NC_007423.3	2771985	2772757	+	177.7	127	https://v10-1.orthodb.org/?query=104370at33392	SGS domain
104378at33392	Complete	NC_007420.3	8949280	8948460	-	327.0	170	https://v10-1.orthodb.org/?query=104378at33392	Ubiquitin-conjugating enzyme E2
104406at33392	Complete	NC_007418.3	5674825	5675822	+	340.4	218	https://v10-1.orthodb.org/?query=104406at33392	Target SNARE coiled-coil homology domain
104415at33392	Complete	NC_007424.3	12157538	12156354	-	287.1	218	https://v10-1.orthodb.org/?query=104415at33392	Per1-like
104438at33392	Complete	NC_007417.3	2423598	2423943	+	116.0	84	https://v10-1.orthodb.org/?query=104438at33392	IleS_0 protein
104533at33392	Complete	NC_007424.3	5717368	5716469	-	316.2	172	https://v10-1.orthodb.org/?query=104533at33392	Copper chaperone SCO1/SenC
104570at33392	Complete	NC_007423.3	7808505	7807381	-	221.3	172	https://v10-1.orthodb.org/?query=104570at33392	FK506-binding protein
104573at33392	Complete	NC_007418.3	11016565	11017654	+	222.1	180	https://v10-1.orthodb.org/?query=104573at33392	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
104670at33392	Complete	NC_007421.3	737475	736731	-	220.8	159	https://v10-1.orthodb.org/?query=104670at33392	Target SNARE coiled-coil homology domain
104680at33392	Complete	NC_007419.2	10043815	10044713	+	292.3	168	https://v10-1.orthodb.org/?query=104680at33392	Gdt1 family
104737at33392	Complete	NC_007424.3	4642256	4643495	+	305.6	148	https://v10-1.orthodb.org/?query=104737at33392	Small GTPase
104905at33392	Complete	NC_007422.5	8496693	8495753	-	249.2	141	https://v10-1.orthodb.org/?query=104905at33392	AP complex, mu/sigma subunit
104955at33392	Complete	NC_007420.3	7956942	7957936	+	217.4	173	https://v10-1.orthodb.org/?query=104955at33392	Haemolymph juvenile hormone binding
105001at33392	Complete	NC_007417.3	6477750	6476126	-	272.4	135	https://v10-1.orthodb.org/?query=105001at33392	sorting nexin-12
105061at33392	Complete	NC_007418.3	1008182	1008800	+	256.3	144	https://v10-1.orthodb.org/?query=105061at33392	Cytochrome c oxidase assembly protein CtaG/Cox11
105069at33392	Complete	NC_007424.3	15576161	15577137	+	307.4	179	https://v10-1.orthodb.org/?query=105069at33392	NECAP, PHear domain
105141at33392	Complete	NC_007420.3	8502435	8503103	+	257.5	141	https://v10-1.orthodb.org/?query=105141at33392	Translationally controlled tumour protein
105177at33392	Complete	NC_007422.5	10736139	10735451	-	267.5	175	https://v10-1.orthodb.org/?query=105177at33392	NAD(P)-binding domain
105301at33392	Complete	NC_007418.3	5691985	5692676	+	276.6	134	https://v10-1.orthodb.org/?query=105301at33392	Ubiquitin-conjugating enzyme E2
105333at33392	Complete	NC_007420.3	12164124	12163433	-	277.0	163	https://v10-1.orthodb.org/?query=105333at33392	Synaptobrevin
105409at33392	Complete	NC_007419.2	9644267	9643353	-	341.0	225	https://v10-1.orthodb.org/?query=105409at33392	Yip1 domain
105412at33392	Complete	NC_007420.3	11556582	11555574	-	234.9	148	https://v10-1.orthodb.org/?query=105412at33392	Aminomethyltransferase, folate-binding domain
105420at33392	Complete	NC_007424.3	15237837	15238961	+	270.7	243	https://v10-1.orthodb.org/?query=105420at33392	WD40 repeat
105514at33392	Complete	NC_007418.3	17814495	17808437	-	301.2	169	https://v10-1.orthodb.org/?query=105514at33392	Calycin
105702at33392	Complete	NC_007416.3	8545680	8543883	-	313.5	207	https://v10-1.orthodb.org/?query=105702at33392	Replication termination factor 2
105766at33392	Complete	NC_007419.2	3296546	3295852	-	184.2	121	https://v10-1.orthodb.org/?query=105766at33392	EF-hand domain
105793at33392	Complete	NC_007422.5	3809926	3810490	+	185.9	142	https://v10-1.orthodb.org/?query=105793at33392	Leucine-rich repeat, cysteine-containing subtype
105948at33392	Complete	NC_007418.3	15796916	15797420	+	277.8	139	https://v10-1.orthodb.org/?query=105948at33392	GNAT domain
105999at33392	Complete	NC_007423.3	2833050	2832132	-	325.9	209	https://v10-1.orthodb.org/?query=105999at33392	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
106095at33392	Complete	NC_007416.3	6782683	6783773	+	342.8	205	https://v10-1.orthodb.org/?query=106095at33392	Short-chain dehydrogenase/reductase, conserved site
106188at33392	Complete	NC_007424.3	8478800	8483228	+	350.4	330	https://v10-1.orthodb.org/?query=106188at33392	uncharacterized protein LOC108099534
106230at33392	Complete	NC_007423.3	4169701	4169032	-	162.8	133	https://v10-1.orthodb.org/?query=106230at33392	Uncharacterised protein family UPF0454
106326at33392	Missing
106406at33392	Complete	NC_007418.3	6047389	6046372	-	292.1	234	https://v10-1.orthodb.org/?query=106406at33392	DnaJ domain
106428at33392	Complete	NC_007422.5	2834785	2835356	+	227.5	132	https://v10-1.orthodb.org/?query=106428at33392	Protein SYS1 homolog
106495at33392	Complete	NC_007423.3	9628201	9629194	+	268.9	180	https://v10-1.orthodb.org/?query=106495at33392	Methyltransferase domain
106514at33392	Complete	NC_007425.3	3469791	3470445	+	228.4	148	https://v10-1.orthodb.org/?query=106514at33392	NF-kappa-B-activating protein, C-terminal
106516at33392	Complete	NC_007420.3	8312125	8311422	-	220.1	147	https://v10-1.orthodb.org/?query=106516at33392	Protein Iojap/ribosomal silencing factor RsfS
106571at33392	Complete	NC_007420.3	8501772	8500695	-	313.4	262	https://v10-1.orthodb.org/?query=106571at33392	Winged helix-like DNA-binding domain superfamily
106592at33392	Complete	NC_007418.3	19270632	19272708	+	276.5	121	https://v10-1.orthodb.org/?query=106592at33392	Ubiquitin-conjugating enzyme E2
106597at33392	Complete	NC_007421.3	5503176	5502566	-	301.7	139	https://v10-1.orthodb.org/?query=106597at33392	Ubiquitin-conjugating enzyme E2
106612at33392	Complete	NC_007419.2	263314	263932	+	229.4	144	https://v10-1.orthodb.org/?query=106612at33392	Ribosomal protein L17
106634at33392	Complete	NC_007418.3	28611542	28612230	+	335.5	162	https://v10-1.orthodb.org/?query=106634at33392	PDZ domain
106635at33392	Complete	NC_007416.3	3428950	3429705	+	254.4	158	https://v10-1.orthodb.org/?query=106635at33392	Protein jagunal
106654at33392	Complete	NC_007420.3	11904171	11904916	+	283.0	171	https://v10-1.orthodb.org/?query=106654at33392	UPF0428 family
106677at33392	Complete	NC_007417.3	13289078	13289887	+	309.4	195	https://v10-1.orthodb.org/?query=106677at33392	Mediator of RNA polymerase II transcription subunit 4
106749at33392	Complete	NC_007419.2	5800797	5800266	-	197.2	137	https://v10-1.orthodb.org/?query=106749at33392	CXXC motif containing zinc binding protein, eukaryotic
106834at33392	Complete	NC_007417.3	13692123	13692702	+	287.4	146	https://v10-1.orthodb.org/?query=106834at33392	Peptidyl-prolyl cis-trans isomerase
106896at33392	Complete	NC_007420.3	12323556	12322844	-	259.0	171	https://v10-1.orthodb.org/?query=106896at33392	HORMA domain
106917at33392	Complete	NC_007418.3	7605567	7606409	+	357.0	205	https://v10-1.orthodb.org/?query=106917at33392	Phosducin, thioredoxin-like domain
106961at33392	Complete	NC_007421.3	1645613	1646586	+	250.2	219	https://v10-1.orthodb.org/?query=106961at33392	Ribonuclease III domain
107024at33392	Complete	NC_007418.3	5194356	5194929	+	307.9	151	https://v10-1.orthodb.org/?query=107024at33392	Peptidyl-prolyl cis-trans isomerase
107044at33392	Complete	NC_007417.3	3586768	3587416	+	232.7	146	https://v10-1.orthodb.org/?query=107044at33392	Ribosomal protein/NADH dehydrogenase domain
107078at33392	Complete	NC_007421.3	2154787	2155415	+	198.3	129	https://v10-1.orthodb.org/?query=107078at33392	Protein of unknown function DUF4807
107083at33392	Complete	NC_007420.3	2760554	2759712	-	258.3	176	https://v10-1.orthodb.org/?query=107083at33392	Ribosomal protein L47, mitochondrial
107218at33392	Complete	NC_007420.3	5951564	5950745	-	281.7	168	https://v10-1.orthodb.org/?query=107218at33392	Snf7 family
107231at33392	Complete	NC_007424.3	10265898	10254302	-	275.1	186	https://v10-1.orthodb.org/?query=107231at33392	Tetratricopeptide repeat
107239at33392	Complete	NC_007424.3	4861496	4862518	+	290.6	239	https://v10-1.orthodb.org/?query=107239at33392	Rab-GTPase-TBC domain
107240at33392	Complete	NC_007422.5	11538799	11537706	-	352.1	216	https://v10-1.orthodb.org/?query=107240at33392	Transcription factor TFIID, subunit 8, C-terminal
107259at33392	Complete	NC_007421.3	2153997	2154522	+	238.0	120	https://v10-1.orthodb.org/?query=107259at33392	Ubiquitin-fold modifier-conjugating enzyme 1
107263at33392	Complete	NC_007421.3	5196634	5196130	-	315.8	159	https://v10-1.orthodb.org/?query=107263at33392	Actin-related protein 2/3 complex subunit 4
107282at33392	Complete	NC_007418.3	129071	129714	+	318.2	157	https://v10-1.orthodb.org/?query=107282at33392	Ubiquitin-conjugating enzyme E2
107288at33392	Complete	NC_007423.3	5538724	5539331	+	221.6	135	https://v10-1.orthodb.org/?query=107288at33392	Nucleoside diphosphate kinase
107320at33392	Complete	NC_007425.3	2350845	2345400	-	372.0	188	https://v10-1.orthodb.org/?query=107320at33392	Ribosomal protein L15e
107404at33392	Complete	NC_007417.3	5732917	5734649	+	349.9	204	https://v10-1.orthodb.org/?query=107404at33392	Mak16 protein
107469at33392	Complete	NC_007419.2	3895447	3897509	+	606.3	483	https://v10-1.orthodb.org/?query=107469at33392	RNA recognition motif domain
107482at33392	Complete	NC_007424.3	15575587	15567421	-	245.4	134	https://v10-1.orthodb.org/?query=107482at33392	Protein RER1
107488at33392	Complete	NC_007422.5	15112334	15111637	-	126.4	145	https://v10-1.orthodb.org/?query=107488at33392	GINS complex, subunit Psf3
107568at33392	Complete	NC_007422.5	1759808	1768911	+	284.7	243	https://v10-1.orthodb.org/?query=107568at33392	MT-A70-like
107593at33392	Complete	NC_007425.3	3058905	3057074	-	245.3	248	https://v10-1.orthodb.org/?query=107593at33392	Protein of unknown function DUF4078
107628at33392	Complete	NC_007417.3	12183241	12182539	-	166.8	136	https://v10-1.orthodb.org/?query=107628at33392	Higher eukaryotic phosphomevalonate kinase
107691at33392	Complete	NC_007425.3	3143928	3143073	-	254.9	176	https://v10-1.orthodb.org/?query=107691at33392	Ribosome assembly factor mrt4
107704at33392	Complete	NC_007424.3	11058702	11059626	+	239.9	227	https://v10-1.orthodb.org/?query=107704at33392	transmembrane protein 177
107724at33392	Complete	NC_007420.3	1000712	1000156	-	215.3	123	https://v10-1.orthodb.org/?query=107724at33392	TMEM85/ER membrane protein complex subunit 4
107836at33392	Complete	NC_007420.3	9030689	9031748	+	258.8	230	https://v10-1.orthodb.org/?query=107836at33392	Tetratricopeptide repeat
107893at33392	Complete	NC_007422.5	4661118	4661691	+	238.9	139	https://v10-1.orthodb.org/?query=107893at33392	Trafficking protein particle complex subunit 6B
107928at33392	Complete	NC_007420.3	12525754	12524995	-	232.9	143	https://v10-1.orthodb.org/?query=107928at33392	PITH domain
107941at33392	Complete	NC_007418.3	1335408	1336285	+	276.5	167	https://v10-1.orthodb.org/?query=107941at33392	Golgi apparatus membrane protein TVP23 homolog
107956at33392	Complete	NC_007417.3	4968769	4967981	-	267.9	155	https://v10-1.orthodb.org/?query=107956at33392	Putative lipoyltransferase 2, mitochondrial
108051at33392	Complete	NC_007419.2	9877361	9878093	+	293.9	158	https://v10-1.orthodb.org/?query=108051at33392	PUA domain
108115at33392	Complete	NC_007423.3	8480799	8481431	+	296.4	142	https://v10-1.orthodb.org/?query=108115at33392	Eukaryotic translation initiation factor 5A
108119at33392	Complete	NC_007422.5	14152371	14152894	+	220.6	132	https://v10-1.orthodb.org/?query=108119at33392	Ribosomal protein S17/S11
108202at33392	Complete	NC_007423.3	12103299	12102453	-	311.6	189	https://v10-1.orthodb.org/?query=108202at33392	transmembrane protein 179
108269at33392	Complete	NC_007422.5	7417548	7418743	+	226.2	173	https://v10-1.orthodb.org/?query=108269at33392	BART domain
108282at33392	Complete	NC_007421.3	9643754	9639291	-	238.3	217	https://v10-1.orthodb.org/?query=108282at33392	Zinc finger, HIT-type
108393at33392	Complete	NC_007419.2	7586597	7585084	-	386.0	177	https://v10-1.orthodb.org/?query=108393at33392	Saf4/Yju2 protein
108450at33392	Complete	NC_007418.3	10750370	10750878	+	265.7	149	https://v10-1.orthodb.org/?query=108450at33392	Mitochondrial import inner membrane translocase subunit Tim23
108485at33392	Complete	NC_007418.3	24938045	24937253	-	144.8	159	https://v10-1.orthodb.org/?query=108485at33392	Ribosomal RNA-processing protein 7, C-terminal domain
108530at33392	Complete	NC_007416.3	7948092	7948616	+	227.0	137	https://v10-1.orthodb.org/?query=108530at33392	BLOC-1-related complex subunit 8
108593at33392	Complete	NC_007422.5	8928575	8929395	+	279.4	190	https://v10-1.orthodb.org/?query=108593at33392	Mediator of RNA polymerase II transcription subunit 8
108672at33392	Complete	NC_007420.3	11860531	11859876	-	244.4	142	https://v10-1.orthodb.org/?query=108672at33392	Ribosomal protein/NADH dehydrogenase domain
108727at33392	Complete	NC_007422.5	10707821	10707260	-	274.1	136	https://v10-1.orthodb.org/?query=108727at33392	RNA recognition motif domain
108736at33392	Complete	NC_007421.3	769445	766447	-	245.9	144	https://v10-1.orthodb.org/?query=108736at33392	DnaJ domain
108782at33392	Complete	NC_007422.5	10496000	10495200	-	280.0	148	https://v10-1.orthodb.org/?query=108782at33392	Ribosomal protein L11, C-terminal
108811at33392	Complete	NC_007420.3	2782261	2782918	+	323.7	156	https://v10-1.orthodb.org/?query=108811at33392	Calcium load-activated calcium channel
108886at33392	Complete	NC_007418.3	715543	714567	-	316.9	204	https://v10-1.orthodb.org/?query=108886at33392	Telomere length and silencing protein 1
108896at33392	Complete	NC_007420.3	3775627	3772399	-	156.9	147	https://v10-1.orthodb.org/?query=108896at33392	BRICHOS domain
108936at33392	Complete	NC_007417.3	10523973	10521932	-	315.4	150	https://v10-1.orthodb.org/?query=108936at33392	Beta-thymosin
108987at33392	Complete	NC_007420.3	10271854	10271221	-	186.5	154	https://v10-1.orthodb.org/?query=108987at33392	28S ribosomal protein S26
109085at33392	Complete	NC_007424.3	13104559	13105837	+	362.9	265	https://v10-1.orthodb.org/?query=109085at33392	tRNA methyltransferase TRM10-type domain
109132at33392	Complete	NC_007423.3	11478711	11466930	-	308.9	179	https://v10-1.orthodb.org/?query=109132at33392	EF-hand domain
109160at33392	Complete	NC_007424.3	5851937	5874075	+	148.8	172	https://v10-1.orthodb.org/?query=109160at33392	Tetraspanin
109182at33392	Complete	NC_007420.3	10005265	10003476	-	302.0	216	https://v10-1.orthodb.org/?query=109182at33392	Metallo-beta-lactamase
109271at33392	Complete	NC_007418.3	6047552	6048185	+	207.6	168	https://v10-1.orthodb.org/?query=109271at33392	Methyltransferase domain
109330at33392	Complete	NC_007418.3	459746	460673	+	276.3	210	https://v10-1.orthodb.org/?query=109330at33392	S-adenosyl-L-methionine-dependent methyltransferase
109368at33392	Complete	NC_007424.3	7353770	7352995	-	237.5	185	https://v10-1.orthodb.org/?query=109368at33392	Sec20
109418at33392	Complete	NC_007421.3	5695680	5694910	-	164.5	155	https://v10-1.orthodb.org/?query=109418at33392	Modifier of rudimentary, Modr
109583at33392	Complete	NC_007418.3	24497798	24502608	+	193.5	159	https://v10-1.orthodb.org/?query=109583at33392	V-type ATPase subunit E
109693at33392	Complete	NC_007420.3	13428786	13424876	-	204.8	130	https://v10-1.orthodb.org/?query=109693at33392	Insect cuticle protein
109740at33392	Complete	NC_007422.5	3247622	3246046	-	321.3	207	https://v10-1.orthodb.org/?query=109740at33392	WW domain
109805at33392	Complete	NC_007424.3	15118477	15119974	+	379.4	251	https://v10-1.orthodb.org/?query=109805at33392	Cyclin PHO80-like
109888at33392	Complete	NC_007417.3	10026903	10027975	+	274.5	139	https://v10-1.orthodb.org/?query=109888at33392	Small GTPase
109896at33392	Complete	NC_007423.3	11407887	11408480	+	246.7	129	https://v10-1.orthodb.org/?query=109896at33392	SUI1 domain
109916at33392	Complete	NC_007420.3	13759481	13760459	+	252.8	168	https://v10-1.orthodb.org/?query=109916at33392	Myc-type, basic helix-loop-helix (bHLH) domain
109967at33392	Complete	NC_007423.3	13824287	13823761	-	278.1	133	https://v10-1.orthodb.org/?query=109967at33392	G10 protein
109977at33392	Complete	NC_007422.5	13779206	13780087	+	247.3	127	https://v10-1.orthodb.org/?query=109977at33392	EF-hand domain
110072at33392	Complete	NC_007420.3	14290082	14289099	-	297.5	194	https://v10-1.orthodb.org/?query=110072at33392	Protein-S-isoprenylcysteine O-methyltransferase
110113at33392	Complete	NC_007420.3	8309282	8308736	-	296.2	142	https://v10-1.orthodb.org/?query=110113at33392	Ribosomal protein L22/L17
110149at33392	Complete	NC_007420.3	11772976	11773667	+	181.8	139	https://v10-1.orthodb.org/?query=110149at33392	Mff-like domain
110215at33392	Complete	NC_007423.3	14560271	14561851	+	359.9	318	https://v10-1.orthodb.org/?query=110215at33392	N-acetylglucosaminyl transferase component
110295at33392	Complete	NC_007419.2	925468	925072	-	206.6	117	https://v10-1.orthodb.org/?query=110295at33392	Ribosomal protein L21-like
110447at33392	Missing
110575at33392	Complete	NC_007419.2	11190229	11185196	-	208.0	136	https://v10-1.orthodb.org/?query=110575at33392	Ribosomal protein L22/L17
110608at33392	Complete	NC_007423.3	13684760	13684097	-	192.5	154	https://v10-1.orthodb.org/?query=110608at33392	K Homology domain, type 1
110621at33392	Fragmented	NC_007421.3	8822628	8826594	+	163.4	77	https://v10-1.orthodb.org/?query=110621at33392	RNA recognition motif domain
110673at33392	Complete	NC_007420.3	8132013	8130293	-	366.0	280	https://v10-1.orthodb.org/?query=110673at33392	Transmembrane protein 43 family
110675at33392	Complete	NC_007419.2	8430262	8431676	+	343.0	251	https://v10-1.orthodb.org/?query=110675at33392	Etoposide-induced 2.4
110730at33392	Complete	NC_007422.5	10535021	10535587	+	159.5	109	https://v10-1.orthodb.org/?query=110730at33392	Ribosomal protein S18
110752at33392	Complete	NC_007420.3	4973002	4973572	+	265.1	161	https://v10-1.orthodb.org/?query=110752at33392	Inosine triphosphate pyrophosphatase
110779at33392	Complete	NC_007419.2	2853534	2852824	-	315.2	176	https://v10-1.orthodb.org/?query=110779at33392	Mediator complex, subunit Med7
110940at33392	Complete	NC_007422.5	3297519	3298571	+	230.6	155	https://v10-1.orthodb.org/?query=110940at33392	FAM192A/Fyv6, N-terminal
110946at33392	Complete	NC_007422.5	9144794	9143916	-	154.2	166	https://v10-1.orthodb.org/?query=110946at33392	NADP-dependent oxidoreductase domain
111070at33392	Complete	NC_007417.3	13969009	13970598	+	212.8	175	https://v10-1.orthodb.org/?query=111070at33392	Ribosome recycling factor domain
111131at33392	Complete	NC_007421.3	4931414	4932001	+	233.3	131	https://v10-1.orthodb.org/?query=111131at33392	GMP phosphodiesterase, delta subunit
111309at33392	Complete	NC_007420.3	8215691	8216262	+	186.0	113	https://v10-1.orthodb.org/?query=111309at33392	Archease domain
111339at33392	Complete	NC_007419.2	124474	123971	-	270.5	134	https://v10-1.orthodb.org/?query=111339at33392	GNAT domain
111388at33392	Complete	NC_007424.3	4102751	4101812	-	217.0	195	https://v10-1.orthodb.org/?query=111388at33392	BCP1 family
111489at33392	Complete	NC_007422.5	12703480	12696206	-	288.0	185	https://v10-1.orthodb.org/?query=111489at33392	Translin
111586at33392	Complete	NC_007424.3	16056218	16055254	-	219.1	118	https://v10-1.orthodb.org/?query=111586at33392	golgin subfamily A member 7
111627at33392	Complete	NC_007418.3	10801028	10800283	-	293.9	174	https://v10-1.orthodb.org/?query=111627at33392	RNA polymerase Rpb7-like , N-terminal
111636at33392	Complete	NC_007424.3	53194	54112	+	311.8	194	https://v10-1.orthodb.org/?query=111636at33392	Ribosomal protein L10e/L16
111643at33392	Complete	NC_007422.5	10547359	10548195	+	170.7	168	https://v10-1.orthodb.org/?query=111643at33392	rRNA biogenesis protein RRP36
111687at33392	Missing
111698at33392	Duplicated	NC_007425.3	4298989	4298551	-	151.1	95	https://v10-1.orthodb.org/?query=111698at33392	Ribosomal protein S13/S15, N-terminal
111698at33392	Duplicated	NC_007417.3	658948	658389	-	151.0	95	https://v10-1.orthodb.org/?query=111698at33392	Ribosomal protein S13/S15, N-terminal
111743at33392	Complete	NC_007421.3	1570747	1570203	-	261.8	153	https://v10-1.orthodb.org/?query=111743at33392	Mitochondrial import inner membrane translocase subunit Tim22
111795at33392	Complete	NC_007420.3	9376670	9377390	+	320.0	210	https://v10-1.orthodb.org/?query=111795at33392	Gamma-secretase subunit Aph-1
111826at33392	Complete	NC_007419.2	8028867	8027985	-	269.5	214	https://v10-1.orthodb.org/?query=111826at33392	Target SNARE coiled-coil homology domain
111923at33392	Complete	NC_007417.3	4793196	4791876	-	257.0	241	https://v10-1.orthodb.org/?query=111923at33392	snRNA-activating protein complex, subunit 3
112028at33392	Missing
112170at33392	Complete	NC_007419.2	2757638	2757012	-	144.2	122	https://v10-1.orthodb.org/?query=112170at33392	Ribosomal protein S10 domain
112177at33392	Complete	NC_007423.3	4169978	4170610	+	192.9	139	https://v10-1.orthodb.org/?query=112177at33392	Peptide chain release factor class I/class II
112231at33392	Complete	NC_007423.3	14564170	14559314	-	206.3	182	https://v10-1.orthodb.org/?query=112231at33392	NUDE domain
112413at33392	Complete	NC_007425.3	3419944	3408065	-	204.8	130	https://v10-1.orthodb.org/?query=112413at33392	J domain-containing protein
112445at33392	Complete	NC_007420.3	7439155	7440165	+	346.0	191	https://v10-1.orthodb.org/?query=112445at33392	NFACT, RNA-binding domain
112480at33392	Complete	NC_007424.3	715347	712769	-	342.4	196	https://v10-1.orthodb.org/?query=112480at33392	Proteasome component (PCI) domain
112518at33392	Complete	NC_007420.3	8500071	8510487	+	269.9	255	https://v10-1.orthodb.org/?query=112518at33392	PSP, proline-rich
